Trial,block,square1,square2,square3,square4,invalid
0,NS9,40,33,41,64,No Choice
1,NS9,40,19,39,64,No Choice
2,NS9,41,16,44,59,No Choice
3,NS9,41,19,48,58,No Choice
4,NS9,46,18,45,54,No Choice
5,NS9,40,17,53,54,No Choice
6,NS9,40,19,47,46,No Choice
7,NS9,44,21,51,49,No Choice
8,NS9,41,26,44,55,No Choice
9,NS9,36,15,44,54,No Choice
10,NS9,32,19,48,49,No Choice
11,NS9,32,18,50,57,No Choice
12,NS9,32,18,57,52,No Choice
13,NS9,32,8,58,56,No Choice
14,NS9,28,9,61,55,No Choice
15,NS9,31,11,64,48,No Choice
16,NS9,34,13,68,47,No Choice
17,NS9,37,11,71,54,No Choice
18,NS9,35,10,71,50,No Choice
19,NS9,32,21,77,49,No Choice
20,NS9,41,22,74,48,No Choice
21,NS9,40,21,75,50,No Choice
22,NS9,42,23,72,54,No Choice
23,NS9,43,22,75,45,No Choice
24,NS9,41,18,70,49,No Choice
25,NS9,38,21,75,53,No Choice
26,NS9,40,20,73,54,No Choice
27,NS9,46,21,74,56,No Choice
28,NS9,51,25,72,58,No Choice
29,NS9,43,29,71,56,No Choice
30,NS9,38,26,71,52,No Choice
31,NS9,43,23,73,53,No Choice
32,NS9,43,24,76,52,No Choice
33,NS9,41,18,72,49,No Choice
34,NS9,36,26,68,55,No Choice
35,NS9,34,34,68,52,No Choice
36,NS9,34,43,70,49,No Choice
37,NS9,32,41,61,47,No Choice
38,NS9,28,41,65,47,No Choice
39,NS9,28,43,61,48,No Choice
40,NS9,26,46,65,39,No Choice
41,NS9,21,38,62,41,No Choice
42,NS9,18,37,59,42,No Choice
43,NS9,18,44,57,39,No Choice
44,NS9,19,43,58,36,No Choice
45,NS9,23,42,53,39,No Choice
46,NS9,22,48,58,43,No Choice
47,NS9,20,47,51,44,No Choice
48,NS9,21,43,57,40,No Choice
49,NS9,25,38,59,46,No Choice
50,NS9,27,41,49,52,No Choice
51,NS9,20,42,52,54,No Choice
52,NS9,18,41,51,48,No Choice
53,NS9,17,43,52,50,No Choice
54,NS9,27,37,55,56,No Choice
55,NS9,30,38,59,50,No Choice
56,NS9,32,49,54,59,No Choice
57,NS9,34,50,50,58,No Choice
58,NS9,28,49,54,51,No Choice
59,NS9,26,47,46,49,No Choice
60,NS9,30,47,50,51,No Choice
61,NS9,29,43,51,50,No Choice
62,NS9,32,42,52,54,No Choice
63,NS9,35,45,57,46,No Choice
64,NS9,37,41,53,44,No Choice
65,NS9,34,41,50,49,No Choice
66,NS9,38,43,46,53,No Choice
67,NS9,36,35,51,54,No Choice
68,NS9,43,38,48,57,No Choice
69,NS9,42,42,48,49,No Choice
70,NS9,45,40,50,51,No Choice
71,NS9,49,42,48,52,No Choice
72,NS9,39,44,47,58,No Choice
73,NS9,40,45,45,62,No Choice
74,NS9,46,48,47,56,No Choice
75,NS9,35,39,53,65,No Choice
76,NS9,40,45,56,67,No Choice
77,NS9,38,46,54,69,No Choice
78,NS9,37,42,53,69,No Choice
79,NS9,40,44,53,70,No Choice
80,NS9,37,50,55,70,No Choice
81,NS9,33,54,54,63,No Choice
82,NS9,35,55,52,74,No Choice
83,NS9,34,48,56,75,No Choice
84,NS9,39,51,62,78,No Choice
85,NS9,38,57,55,77,No Choice
86,NS9,34,53,57,68,No Choice
87,NS9,35,48,55,69,No Choice
88,NS9,41,48,50,69,No Choice
89,NS9,38,54,55,70,No Choice
90,NS9,43,55,49,71,No Choice
91,NS9,41,46,54,78,No Choice
92,NS9,40,42,41,72,No Choice
93,NS9,39,43,47,70,No Choice
94,NS9,36,47,43,80,No Choice
95,NS9,37,46,43,75,No Choice
96,NS9,39,47,47,75,No Choice
97,NS9,35,41,49,80,No Choice
98,NS9,33,45,56,74,No Choice
99,NS9,34,42,58,74,No Choice
