Trial,block,square1,square2,square3,square4,invalid
0,NS2,44,66,42,38,No Choice
1,NS2,44,66,47,43,No Choice
2,NS2,42,62,53,43,No Choice
3,NS2,46,58,48,46,No Choice
4,NS2,47,61,51,42,No Choice
5,NS2,51,58,50,50,No Choice
6,NS2,52,58,43,48,No Choice
7,NS2,50,52,43,50,No Choice
8,NS2,54,58,41,46,No Choice
9,NS2,52,59,42,46,No Choice
10,NS2,50,52,37,48,No Choice
11,NS2,45,56,38,43,No Choice
12,NS2,50,56,37,48,No Choice
13,NS2,47,63,36,49,No Choice
14,NS2,51,56,39,49,No Choice
15,NS2,46,64,39,50,No Choice
16,NS2,51,61,37,47,No Choice
17,NS2,59,68,46,53,No Choice
18,NS2,53,65,42,49,No Choice
19,NS2,52,67,47,49,No Choice
20,NS2,56,64,45,48,No Choice
21,NS2,57,73,46,44,No Choice
22,NS2,54,76,36,47,No Choice
23,NS2,55,77,35,42,No Choice
24,NS2,53,68,35,46,No Choice
25,NS2,55,73,29,45,No Choice
26,NS2,52,69,30,49,No Choice
27,NS2,52,62,33,52,No Choice
28,NS2,58,62,33,47,No Choice
29,NS2,56,65,38,46,No Choice
30,NS2,56,66,37,50,No Choice
31,NS2,50,64,35,45,No Choice
32,NS2,56,62,38,45,No Choice
33,NS2,59,58,34,48,No Choice
34,NS2,55,59,36,48,No Choice
35,NS2,54,57,33,48,No Choice
36,NS2,53,58,34,51,No Choice
37,NS2,46,53,32,55,No Choice
38,NS2,46,59,37,49,No Choice
39,NS2,53,59,36,48,No Choice
40,NS2,46,60,37,42,No Choice
41,NS2,51,57,42,41,No Choice
42,NS2,49,53,46,41,No Choice
43,NS2,49,57,43,39,No Choice
44,NS2,48,55,48,37,No Choice
45,NS2,49,52,34,36,No Choice
46,NS2,50,46,39,34,No Choice
47,NS2,55,48,39,26,No Choice
48,NS2,55,42,41,31,No Choice
49,NS2,55,41,36,36,No Choice
50,NS2,50,43,43,36,No Choice
51,NS2,49,40,44,32,No Choice
52,NS2,54,45,40,32,No Choice
53,NS2,55,44,42,38,No Choice
54,NS2,57,44,42,37,No Choice
55,NS2,56,47,35,29,No Choice
56,NS2,56,45,31,36,No Choice
57,NS2,48,43,33,36,No Choice
58,NS2,46,44,30,40,No Choice
59,NS2,45,36,33,37,No Choice
60,NS2,45,37,32,38,No Choice
61,NS2,47,37,31,37,No Choice
62,NS2,46,36,28,34,No Choice
63,NS2,53,36,26,43,No Choice
64,NS2,53,37,24,45,No Choice
65,NS2,49,34,27,49,No Choice
66,NS2,50,30,26,57,No Choice
67,NS2,49,28,32,55,No Choice
68,NS2,53,23,35,55,No Choice
69,NS2,49,29,33,51,No Choice
70,NS2,54,27,30,60,No Choice
71,NS2,57,28,31,59,No Choice
72,NS2,55,25,29,61,No Choice
73,NS2,63,29,31,56,No Choice
74,NS2,59,34,34,58,No Choice
75,NS2,58,37,31,53,No Choice
76,NS2,62,41,25,53,No Choice
77,NS2,60,37,30,52,No Choice
78,NS2,63,37,37,50,No Choice
79,NS2,66,44,32,47,No Choice
80,NS2,65,41,30,45,No Choice
81,NS2,60,37,26,49,No Choice
82,NS2,68,38,28,46,No Choice
83,NS2,63,42,30,49,No Choice
84,NS2,71,41,37,51,No Choice
85,NS2,63,47,29,40,No Choice
86,NS2,67,42,36,44,No Choice
87,NS2,62,45,31,41,No Choice
88,NS2,63,39,32,44,No Choice
89,NS2,66,39,37,39,No Choice
90,NS2,53,38,35,40,No Choice
91,NS2,57,39,38,43,No Choice
92,NS2,53,36,40,47,No Choice
93,NS2,47,39,43,38,No Choice
94,NS2,45,33,46,40,No Choice
95,NS2,49,38,53,36,No Choice
96,NS2,50,39,46,34,No Choice
97,NS2,57,37,44,41,No Choice
98,NS2,55,43,39,43,No Choice
99,NS2,56,46,41,41,No Choice
