Trial,block,square1,square2,square3,square4,invalid
0,NS5,26,19,54,39,No Choice
1,NS5,21,17,51,42,No Choice
2,NS5,19,17,52,42,No Choice
3,NS5,21,16,55,38,No Choice
4,NS5,14,26,52,44,No Choice
5,NS5,18,25,47,42,No Choice
6,NS5,23,21,54,38,No Choice
7,NS5,18,27,56,39,No Choice
8,NS5,18,28,57,40,No Choice
9,NS5,15,29,53,38,No Choice
10,NS5,13,26,56,41,No Choice
11,NS5,11,25,58,41,No Choice
12,NS5,9,22,53,40,No Choice
13,NS5,11,21,55,39,No Choice
14,NS5,12,17,49,38,No Choice
15,NS5,18,19,52,37,No Choice
16,NS5,18,20,49,40,No Choice
17,NS5,16,16,50,41,No Choice
18,NS5,16,18,51,43,No Choice
19,NS5,14,20,44,45,No Choice
20,NS5,19,21,42,48,No Choice
21,NS5,19,22,43,47,No Choice
22,NS5,17,15,43,47,No Choice
23,NS5,16,28,37,47,No Choice
24,NS5,20,21,38,49,No Choice
25,NS5,22,17,34,46,No Choice
26,NS5,30,16,32,50,No Choice
27,NS5,21,20,35,42,No Choice
28,NS5,20,23,39,42,No Choice
29,NS5,21,18,39,41,No Choice
30,NS5,20,11,41,44,No Choice
31,NS5,20,9,36,43,No Choice
32,NS5,21,13,35,46,No Choice
33,NS5,16,22,32,44,No Choice
34,NS5,20,20,33,37,No Choice
35,NS5,19,27,34,40,No Choice
36,NS5,20,23,31,37,No Choice
37,NS5,15,28,41,40,No Choice
38,NS5,18,21,45,37,No Choice
39,NS5,23,22,40,34,No Choice
40,NS5,22,25,44,26,No Choice
41,NS5,28,25,39,29,No Choice
42,NS5,27,27,42,35,No Choice
43,NS5,25,25,49,38,No Choice
44,NS5,24,26,42,30,No Choice
45,NS5,33,22,43,37,No Choice
46,NS5,32,24,50,38,No Choice
47,NS5,39,25,52,29,No Choice
48,NS5,42,22,46,33,No Choice
49,NS5,40,26,40,33,No Choice
50,NS5,34,19,47,33,No Choice
51,NS5,29,25,45,29,No Choice
52,NS5,29,24,48,35,No Choice
53,NS5,24,25,45,40,No Choice
54,NS5,26,25,51,36,No Choice
55,NS5,25,28,56,34,No Choice
56,NS5,23,27,54,36,No Choice
57,NS5,19,25,51,31,No Choice
58,NS5,20,30,53,29,No Choice
59,NS5,17,30,52,28,No Choice
60,NS5,15,30,55,30,No Choice
61,NS5,22,29,54,30,No Choice
62,NS5,18,31,55,32,No Choice
63,NS5,19,31,51,37,No Choice
64,NS5,20,30,45,35,No Choice
65,NS5,24,21,55,38,No Choice
66,NS5,22,29,58,36,No Choice
67,NS5,22,26,51,36,No Choice
68,NS5,20,28,52,36,No Choice
69,NS5,18,27,52,40,No Choice
70,NS5,22,34,55,39,No Choice
71,NS5,27,37,59,41,No Choice
72,NS5,27,37,57,40,No Choice
73,NS5,35,36,55,38,No Choice
74,NS5,27,36,52,36,No Choice
75,NS5,31,40,53,38,No Choice
76,NS5,33,41,59,35,No Choice
77,NS5,33,42,56,38,No Choice
78,NS5,30,42,53,37,No Choice
79,NS5,27,49,51,44,No Choice
80,NS5,31,49,45,44,No Choice
81,NS5,33,51,48,43,No Choice
82,NS5,31,54,41,43,No Choice
83,NS5,25,57,42,40,No Choice
84,NS5,36,57,45,38,No Choice
85,NS5,36,62,44,42,No Choice
86,NS5,33,55,48,43,No Choice
87,NS5,37,53,44,46,No Choice
88,NS5,36,54,41,48,No Choice
89,NS5,39,62,47,47,No Choice
90,NS5,37,62,51,48,No Choice
91,NS5,40,64,48,53,No Choice
92,NS5,42,64,51,55,No Choice
93,NS5,39,63,51,53,No Choice
94,NS5,41,60,50,58,No Choice
95,NS5,36,55,53,52,No Choice
96,NS5,36,56,55,56,No Choice
97,NS5,28,52,57,53,No Choice
98,NS5,29,53,53,43,No Choice
99,NS5,25,55,53,46,No Choice
