Trial,block,square1,square2,square3,square4,invalid
0,V12,47,30,38,55,No Choice
1,V12,46,33,39,57,No Choice
2,V12,51,29,42,52,No Choice
3,V12,52,30,38,62,No Choice
4,V12,48,30,39,62,No Choice
5,V12,55,34,43,61,No Choice
6,V12,45,35,42,56,No Choice
7,V12,48,29,35,57,No Choice
8,V12,46,33,38,59,No Choice
9,V12,44,31,42,56,No Choice
10,V12,48,34,45,55,No Choice
11,V12,45,32,41,55,No Choice
12,V12,52,26,42,57,No Choice
13,V12,56,31,41,54,No Choice
14,V12,44,34,40,64,No Choice
15,V12,48,32,39,61,No Choice
16,V12,49,33,37,58,No Choice
17,V12,45,33,43,57,No Choice
18,V12,45,28,40,58,No Choice
19,V12,42,33,43,59,No Choice
20,V12,46,30,38,62,No Choice
21,V12,46,35,40,55,No Choice
22,V12,46,34,36,63,No Choice
23,V12,54,34,42,56,No Choice
24,V12,44,30,41,59,No Choice
25,V12,49,33,37,64,No Choice
26,V12,52,34,39,57,No Choice
27,V12,50,26,37,55,No Choice
28,V12,41,29,46,21,No Choice
29,V12,41,28,51,20,No Choice
30,V12,32,31,46,22,No Choice
31,V12,38,28,45,22,No Choice
32,V12,35,27,44,16,No Choice
33,V12,39,29,49,21,No Choice
34,V12,39,28,49,15,No Choice
35,V12,36,29,50,17,No Choice
36,V12,41,28,48,12,No Choice
37,V12,34,29,46,25,No Choice
38,V12,38,28,51,19,No Choice
39,V12,39,31,45,13,No Choice
40,V12,35,28,46,26,No Choice
41,V12,38,27,46,20,No Choice
42,V12,40,26,50,23,No Choice
43,V12,33,30,45,18,No Choice
44,V12,39,31,46,22,No Choice
45,V12,32,26,42,20,No Choice
46,V12,36,29,43,24,No Choice
47,V12,37,30,46,21,No Choice
48,V12,37,27,44,19,No Choice
49,V12,36,33,55,16,No Choice
50,V12,45,28,44,18,No Choice
51,V12,35,32,49,19,No Choice
52,V12,36,56,31,52,No Choice
53,V12,36,57,29,45,No Choice
54,V12,38,61,28,51,No Choice
55,V12,35,60,29,47,No Choice
56,V12,34,62,29,46,No Choice
57,V12,43,57,32,46,No Choice
58,V12,40,59,32,50,No Choice
59,V12,41,62,33,48,No Choice
60,V12,36,61,32,49,No Choice
61,V12,39,56,32,44,No Choice
62,V12,39,57,30,46,No Choice
63,V12,42,53,29,46,No Choice
64,V12,35,57,32,50,No Choice
65,V12,44,58,32,49,No Choice
66,V12,44,56,29,52,No Choice
67,V12,41,60,30,49,No Choice
68,V12,42,58,32,45,No Choice
69,V12,36,60,33,50,No Choice
70,V12,36,57,27,46,No Choice
71,V12,41,59,32,48,No Choice
72,V12,34,59,31,49,No Choice
73,V12,71,53,65,49,No Choice
74,V12,69,49,63,45,No Choice
75,V12,72,51,56,46,No Choice
76,V12,72,48,58,43,No Choice
77,V12,74,57,59,44,No Choice
78,V12,69,55,63,50,No Choice
79,V12,73,53,58,43,No Choice
80,V12,71,47,65,40,No Choice
81,V12,66,49,57,40,No Choice
82,V12,71,53,57,48,No Choice
83,V12,70,50,56,49,No Choice
84,V12,69,45,64,43,No Choice
85,V12,64,48,54,42,No Choice
86,V12,71,49,63,44,No Choice
87,V12,72,52,55,42,No Choice
88,V12,64,48,59,44,No Choice
89,V12,69,48,62,45,No Choice
90,V12,68,56,60,42,No Choice
91,V12,69,52,62,45,No Choice
92,V12,65,50,64,47,No Choice
93,V12,68,51,62,43,No Choice
94,V12,68,52,60,38,No Choice
95,V12,71,52,58,47,No Choice
96,V12,66,49,59,44,No Choice
97,V12,74,47,54,47,No Choice
98,V12,68,43,64,41,No Choice
99,V12,71,53,62,44,No Choice
